olive_plan_id,olive_plan_name,platform,olive_placement_id,olive_placement_type,date,opid,In_View_Impressions,Valid_and_Viewable_Impressions,In_View_Measurable_Impressions_viewability,Audible_And_Visible_On_Complete,In_View_Measurable_Impressions_AVOC,Valid_and_AVOC_Impressions
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-02,2989633,104941,,467484,2181,467484,2181
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-02,2989634,115714,,496021,4275,496021,4275
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-02,3026134,35319,,274677,3574,274677,3574
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026131,In-stream video,2022-03-03,3026131,20460,,240477,1654,240477,1654
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026133,In-stream video,2022-03-03,3026133,34714,,267562,3410,267562,3410
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-03,2989633,105906,,469689,2190,469689,2190
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-03,2989634,110354,,466736,4143,466736,4143
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-03,3026134,29870,,215422,2939,215422,2939
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026131,In-stream video,2022-03-04,3026131,19412,,208030,1448,208030,1448
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026133,In-stream video,2022-03-04,3026133,42927,,356168,4135,356168,4135
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3031633,In-stream video,2022-03-04,3031633,9833,,89202,725,89202,725
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-04,2989633,99466,,449606,2053,449606,2053
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-04,2989634,101790,,431754,3861,431754,3861
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-04,3026134,11474,,83613,1107,83613,1107
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026131,In-stream video,2022-03-05,3026131,17703,,195094,1159,195094,1159
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026133,In-stream video,2022-03-05,3026133,32524,,274799,2879,274799,2879
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3031633,In-stream video,2022-03-05,3031633,15639,,139892,1038,139892,1038
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-05,2989633,97922,,450918,2050,450918,2050
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-05,2989634,98331,,410695,3666,410695,3666
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-05,3026134,21610,,153044,1885,153044,1885
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026131,In-stream video,2022-03-06,3026131,20335,,254304,1341,254304,1341
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026133,In-stream video,2022-03-06,3026133,15678,,130885,1470,130885,1470
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3031633,In-stream video,2022-03-06,3031633,13816,,137042,828,137042,828
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-06,2989633,81239,,380627,1694,380627,1694
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-06,2989634,182101,,746852,5606,746852,5606
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-06,3026134,30898,,227342,2737,227342,2737
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026131,In-stream video,2022-03-07,3026131,15618,,183672,1042,183672,1042
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026133,In-stream video,2022-03-07,3026133,21309,,192836,2129,192836,2129
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3031633,In-stream video,2022-03-07,3031633,19789,,206513,1286,206513,1286
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-07,2989633,92420,,432580,1922,432580,1922
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-07,2989634,147129,,607202,4504,607202,4504
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-07,3026134,28617,,210242,2613,210242,2613
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026131,In-stream video,2022-03-08,3026131,15199,,167638,1113,167638,1113
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026133,In-stream video,2022-03-08,3026133,16290,,137312,1588,137312,1588
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3031633,In-stream video,2022-03-08,3031633,20901,,228954,1336,228954,1336
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-08,2989633,103922,,475030,2083,475030,2083
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-08,2989634,161365,,648886,5055,648886,5055
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-08,3026134,31466,,214458,2927,214458,2927
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026131,In-stream video,2022-03-09,3026131,15295,,170257,1115,170257,1115
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026133,In-stream video,2022-03-09,3026133,11846,,98808,1239,98808,1239
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3031633,In-stream video,2022-03-09,3031633,20599,,241690,1400,241690,1400
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-09,2989633,75115,,348460,1609,348460,1609
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-09,2989634,138871,,568225,4507,568225,4507
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-09,3026134,37076,,261170,3382,261170,3382
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026131,In-stream video,2022-03-10,3026131,21798,,216987,1455,216987,1455
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026133,In-stream video,2022-03-10,3026133,8671,,69968,906,69968,906
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3031633,In-stream video,2022-03-10,3031633,17448,,207176,1232,207176,1232
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-10,2989633,74793,,329433,1486,329433,1486
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-10,2989634,145040,,575520,4746,575520,4746
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-10,3026134,37882,,287208,3639,287208,3639
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026131,In-stream video,2022-03-11,3026131,18655,,184292,1186,184292,1186
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026133,In-stream video,2022-03-11,3026133,8533,,66596,876,66596,876
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3031633,In-stream video,2022-03-11,3031633,18413,,229201,1200,229201,1200
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-11,2989633,68933,,298303,1356,298303,1356
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-11,2989634,153902,,607467,4874,607467,4874
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-11,3026134,42479,,337604,4030,337604,4030
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026131,In-stream video,2022-03-12,3026131,13778,,146137,850,146137,850
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026133,In-stream video,2022-03-12,3026133,10462,,82433,1056,82433,1056
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3031633,In-stream video,2022-03-12,3031633,14317,,172770,906,172770,906
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-12,2989633,91543,,329611,2201,329611,2201
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-12,2989634,189181,,653242,6877,653242,6877
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-12,3026134,34320,,277158,2856,277158,2856
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026131,In-stream video,2022-03-13,3026131,7237,,80461,437,80461,437
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026133,In-stream video,2022-03-13,3026133,5392,,49356,528,49356,528
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3031633,In-stream video,2022-03-13,3031633,10072,,125067,606,125067,606
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989633,In-stream video,2022-03-13,2989633,60560,,216485,1665,216485,1665
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,2989634,In-stream video,2022-03-13,2989634,139141,,456916,5312,456916,5312
15911,YouTube NA 2022-2023 Q1 2022 North America - Premium,Facebook,3026134,In-stream video,2022-03-13,3026134,18782,,154545,1588,154545,1588
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035087,In-stream video,2022-03-21,3035087,2084,,11774,214,11774,214
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035089,In-stream video,2022-03-21,3035089,85778,,496603,2469,496603,2469
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035084,Standard Banner (BAN),2022-03-21,3035084,370372,370372,609551,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035100,In-stream video,2022-03-21,3035100,73195,,488005,6531,488005,6531
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035098,In-stream video,2022-03-21,3035098,122259,,958517,9012,958517,9012
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035091,In-stream video,2022-03-21,3035091,156661,,1008355,4567,1008355,4567
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035095,In-stream video,2022-03-21,3035095,6706,,63211,1124,63211,1124
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035090,In-stream video,2022-03-21,3035090,6276,,34891,202,34891,202
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035097,In-stream video,2022-03-21,3035097,8541,,101217,1532,101217,1532
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035083,Standard Banner (BAN),2022-03-21,3035083,289480,289480,537207,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035092,Standard Banner (BAN),2022-03-21,3035092,6027,6027,21060,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035085,Standard Banner (BAN),2022-03-21,3035085,280027,280027,554521,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035086,In-stream video,2022-03-21,3035086,1413,,9859,130,9859,130
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035096,In-stream video,2022-03-21,3035096,6526,,71549,1073,71549,1073
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035093,Standard Banner (BAN),2022-03-21,3035093,6665,6665,25026,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Twitter - Official,3034309,Standard Banner (BAN),2022-03-21,3034309,,1445171,,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035094,Standard Banner (BAN),2022-03-21,3035094,13394,13394,49349,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035099,In-stream video,2022-03-21,3035099,51448,,570696,3810,570696,3810
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035088,In-stream video,2022-03-21,3035088,2296,,18591,184,18591,184
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035087,In-stream video,2022-03-22,3035087,2217,,11957,204,11957,204
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035089,In-stream video,2022-03-22,3035089,243501,,1386976,6116,1386976,6116
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035084,Standard Banner (BAN),2022-03-22,3035084,585281,585281,993241,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035100,In-stream video,2022-03-22,3035100,59187,,416532,5062,416532,5062
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035098,In-stream video,2022-03-22,3035098,280628,,2084163,20070,2084163,20070
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035091,In-stream video,2022-03-22,3035091,145942,,930600,4223,930600,4223
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035095,In-stream video,2022-03-22,3035095,5859,,42750,960,42750,960
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035090,In-stream video,2022-03-22,3035090,21591,,126267,778,126267,778
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035097,In-stream video,2022-03-22,3035097,7345,,72419,1280,72419,1280
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035083,Standard Banner (BAN),2022-03-22,3035083,409333,409333,786587,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035092,Standard Banner (BAN),2022-03-22,3035092,4169,4169,15605,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035085,Standard Banner (BAN),2022-03-22,3035085,729751,729751,1330168,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035086,In-stream video,2022-03-22,3035086,686,,4047,64,4047,64
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035096,In-stream video,2022-03-22,3035096,4989,,40347,813,40347,813
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035093,Standard Banner (BAN),2022-03-22,3035093,1795,1795,7784,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Twitter - Official,3034309,Standard Banner (BAN),2022-03-22,3034309,,1658866,,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035094,Standard Banner (BAN),2022-03-22,3035094,8788,8788,35123,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035099,In-stream video,2022-03-22,3035099,69491,,692851,5029,692851,5029
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035088,In-stream video,2022-03-22,3035088,1310,,8834,82,8834,82
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035087,In-stream video,2022-03-23,3035087,1470,,9880,124,9880,124
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035089,In-stream video,2022-03-23,3035089,336801,,2040387,7241,2040387,7241
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035084,Standard Banner (BAN),2022-03-23,3035084,555347,555347,1004246,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035100,In-stream video,2022-03-23,3035100,24553,,180799,2421,180799,2421
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035098,In-stream video,2022-03-23,3035098,264225,,2055535,19412,2055535,19412
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035091,In-stream video,2022-03-23,3035091,106893,,691153,2822,691153,2822
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035095,In-stream video,2022-03-23,3035095,5571,,45293,901,45293,901
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035090,In-stream video,2022-03-23,3035090,55093,,363036,1859,363036,1859
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035097,In-stream video,2022-03-23,3035097,7012,,66897,1202,66897,1202
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035083,Standard Banner (BAN),2022-03-23,3035083,331508,331508,641032,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035092,Standard Banner (BAN),2022-03-23,3035092,4260,4260,14409,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035085,Standard Banner (BAN),2022-03-23,3035085,428809,428809,787401,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035086,In-stream video,2022-03-23,3035086,1363,,8064,90,8064,90
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035096,In-stream video,2022-03-23,3035096,5171,,46644,807,46644,807
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035093,Standard Banner (BAN),2022-03-23,3035093,2455,2455,10675,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Twitter - Official,3034309,Standard Banner (BAN),2022-03-23,3034309,,1452823,,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035094,Standard Banner (BAN),2022-03-23,3035094,10201,10201,42542,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035099,In-stream video,2022-03-23,3035099,123971,,837110,7248,837110,7248
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035088,In-stream video,2022-03-23,3035088,2467,,18003,142,18003,142
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035087,In-stream video,2022-03-24,3035087,1270,,8967,132,8967,132
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035089,In-stream video,2022-03-24,3035089,231748,,1424288,5059,1424288,5059
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035084,Standard Banner (BAN),2022-03-24,3035084,633710,633710,1147249,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035100,In-stream video,2022-03-24,3035100,31156,,256959,2953,256959,2953
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035098,In-stream video,2022-03-24,3035098,211249,,1686971,15329,1686971,15329
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035091,In-stream video,2022-03-24,3035091,197793,,1223075,4732,1223075,4732
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035095,In-stream video,2022-03-24,3035095,5982,,47470,931,47470,931
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035090,In-stream video,2022-03-24,3035090,25202,,169258,796,169258,796
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035097,In-stream video,2022-03-24,3035097,6763,,60453,1170,60453,1170
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035083,Standard Banner (BAN),2022-03-24,3035083,328775,328775,625434,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035092,Standard Banner (BAN),2022-03-24,3035092,7810,7810,25475,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035085,Standard Banner (BAN),2022-03-24,3035085,395271,395271,731476,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035086,In-stream video,2022-03-24,3035086,747,,4952,68,4952,68
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035096,In-stream video,2022-03-24,3035096,5053,,44003,781,44003,781
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035093,Standard Banner (BAN),2022-03-24,3035093,1708,1708,7442,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Twitter - Official,3034309,Standard Banner (BAN),2022-03-24,3034309,,1395048,,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035094,Standard Banner (BAN),2022-03-24,3035094,8006,8006,33461,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035099,In-stream video,2022-03-24,3035099,183783,,1239915,11457,1239915,11457
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035088,In-stream video,2022-03-24,3035088,1921,,13795,145,13795,145
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Twitter - Official,3034289,Standard Banner (BAN),2022-03-25,3034289,,952355,,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035087,In-stream video,2022-03-25,3035087,2290,,15794,227,15794,227
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035089,In-stream video,2022-03-25,3035089,254116,,1610055,4486,1610055,4486
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035084,Standard Banner (BAN),2022-03-25,3035084,617292,617292,1131828,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035100,In-stream video,2022-03-25,3035100,51291,,422352,4159,422352,4159
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035098,In-stream video,2022-03-25,3035098,184509,,1629998,13143,1629998,13143
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035091,In-stream video,2022-03-25,3035091,196843,,1201831,4911,1201831,4911
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035095,In-stream video,2022-03-25,3035095,5819,,49916,976,49916,976
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035090,In-stream video,2022-03-25,3035090,14496,,97042,517,97042,517
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035097,In-stream video,2022-03-25,3035097,5927,,54588,1040,54588,1040
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035083,Standard Banner (BAN),2022-03-25,3035083,359437,359437,657662,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035092,Standard Banner (BAN),2022-03-25,3035092,21320,21320,65199,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035085,Standard Banner (BAN),2022-03-25,3035085,478287,478287,903090,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035086,In-stream video,2022-03-25,3035086,593,,4586,49,4586,49
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035096,In-stream video,2022-03-25,3035096,4136,,34019,703,34019,703
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035093,Standard Banner (BAN),2022-03-25,3035093,1067,1067,4987,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Twitter - Official,3034309,Standard Banner (BAN),2022-03-25,3034309,,1311924,,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035094,Standard Banner (BAN),2022-03-25,3035094,6988,6988,30517,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035099,In-stream video,2022-03-25,3035099,175579,,1163234,11501,1163234,11501
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035088,In-stream video,2022-03-25,3035088,1395,,10889,94,10889,94
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Twitter - Official,3034289,Standard Banner (BAN),2022-03-26,3034289,,1415485,,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035087,In-stream video,2022-03-26,3035087,2310,,16362,212,16362,212
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035089,In-stream video,2022-03-26,3035089,232512,,1585166,4102,1585166,4102
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035084,Standard Banner (BAN),2022-03-26,3035084,443369,443369,825117,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035100,In-stream video,2022-03-26,3035100,49063,,369475,3135,369475,3135
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035098,In-stream video,2022-03-26,3035098,190175,,1678689,13388,1678689,13388
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035091,In-stream video,2022-03-26,3035091,129042,,775724,3153,775724,3153
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035095,In-stream video,2022-03-26,3035095,5989,,51070,980,51070,980
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035090,In-stream video,2022-03-26,3035090,11334,,78136,412,78136,412
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035097,In-stream video,2022-03-26,3035097,5269,,46240,890,46240,890
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035083,Standard Banner (BAN),2022-03-26,3035083,433173,433173,769459,,,
16589,Safer with Google US Q1 2022 United States - Safer With Google Q1 Wave 1,Facebook/Instagram,3035092,Standard Banner (BAN),2022-03-26,3035092,12204,12204,40392,,,
